9888,845,1871,4488,3382,2913,7581,11224,12378,13937,14621,2673,6927,5551,8600,6150,12142,15536,3017,14345,12860,6895,11370,10940,14292,696,15433,15237,9508,8900,8995,2307,12618,4900,10764,5914,15184,5914,9345,6130,9345,1352,13375,6983,4104,10837,9977,12098,9838,14199,9838,5983,2636,7604,9838,8856,726,14003,14002,2927,12634,7839,5631,9761,4256,7754,14660,11209,8562,10080,12176,8201,7519,2625,7699,9197,8952,3978,6727,4069,11254,1275,3694,1511,2425,10853,12263,8879,3176,828,15376,10266,5628,12988,1595,1232,6637,10385,14651,9160
12425,13189,5362,13189,13514,14928,11366,6891,12501,9462,10862,2005,8442,6765,11457,5478,13571,5353,9048,6567,8049,3968,13054,14859,6271,6722,4075,6612,2814,6323,1573,8890,781,12232,4826,15235,2648,4601,7767,8627,14339,7391,15029,9365,9268,1689,9268,6062,12906,9365,3361,2432,9621,7428,5213,15493,1280,5566,1280,11672,6730,8401,235,7199,2212,7430,12845,3877,15474,7278,7652,2931,6732,5718,6020,3181,1596,84,8418,84,1773,10922,11609,9577,8071,9466,8759,15253,4040,2198,8964,11816,3288,1166,6493,12358,6796,7118,4998,15242
4826,7421,13121,4588,7129,4272,13353,9667,12149,1055,12926,11448,5775,7789,6839,920,2605,4703,6454,12367,1570,4117,5358,2044,13227,11913,13227,6857,3191,12639,6854,4860,10114,3247,699,11022,15605,1020,2160,12574,352,1963,1724,4050,6864,1264,14602,4630,1932,10767,13017,11557,7069,9324,5212,4477,4144,913,5154,7648,3205,14836,8747,10625,5955,4220,3368,11510,2877,2203,14990,6863,15288,6643,15288,3681,12111,1183,11208,14332,11834,2023,1186,3861,8744,5273,14636,6998,2489,4852,2489,1725,6799,762,6799,7661,6799,8663,7830,6068
1698,7948,983,14742,14575,8308,14683,7037,13091,822,10423,11732,15224,12091,14210,816,15300,12836,2546,1410,4878,3185,14011,14006,11311,5035,5284,9573,755,15022,10234,4156,9036,2079,12342,3301,3088,11453,7067,10303,6351,11957,12288,6320,6496,11968,12947,13704,2936,965,2223,6577,2602,6904,11601,1646,6063,9027,8479,1438,8463,5709,6302,12957,1808,12248,4534,4423,4588,4264,6189,3167,14118,4474,1507,3024,5415,8419,7978,122,13362,4447,7599,5603,15012,4038,11044,12947,5586,12898,12947,214,337,510,13513,12225,12768,10642,8199,10252
11495,9241,10536,12474,664,1656,5760,1756,7414,4138,3544,2753,5822,2753,12237,6290,15381,9810,15366,15080,5789,5675,13338,12808,13318,2477,10359,10248,13830,11543,10466,11667,808,3173,2674,1169,13528,6702,1927,586,491,6487,2269,6870,15407,8484,7878,3039,6987,13723,10798,10430,8082,1228,8082,5793,14956,14459,14956,7739,13210,7481,850,13006,6822,11058,4946,8426,11079,15092,4562,13539,6997,1848,12626,11189,7162,11189,10076,2823,14680,6604,12360,1678,2930,4698,301,6512,4258,3301,12031,11361,9069,5813,7270,8027,7795,725,15574,5558
7127,8816,9427,13223,13400,14635,14449,289,989,15458,2623,11166,1677,15458,546,12691,2617,7803,5901,15005,8829,13894,15234,7858,3984,12892,14103,1215,8503,11779,6843,8756,10097,15092,7795,9770,14239,11830,3711,14796,1064,8437,14838,11297,11142,13287,11142,735,11301,9286,15248,12388,6241,6460,7048,7331,9210,2935,11722,3148,13458,13821,327,7757,12777,11972,14360,11972,12777,1779,1008,1779,8698,10873,5066,7905,1433,5160,3844,7791,15547,3404,726,3341,11716,3566,13588,3407,11216,6402,1446,641,14610,1011,9335,12108,9603,5361,14080,4035
1248,3571,5838,3129,288,1068,3234,4957,13379,3555,12484,3465,8959,8221,3982,10228,11849,2792,14924,2118,11918,13198,3390,6946,3390,2479,3216,9587,5787,238,7945,436,9674,5198,15035,5198,9809,2413,4145,1039,1642,14899,88,398,7775,10752,15362,11614,14795,1239,13922,10998,13962,5755,9309,8007,13923,6615,10671,1650,1471,15459,10021,6183,3243,4524,4374,2726,6796,2726,5614,2067,10994,10190,1552,10292,13183,6306,12441,4036,7718,5606,11249,3278,2362,13696,878,9475,12884,11630,1320,482,11769,8198,2236,2108,4850,2395,12698,7868
7520,12272,8423,13479,12953,12442,1687,614,8584,9510,13258,8409,9282,11495,11612,739,14731,10208,6922,320,843,4696,8087,3568,2961,14340,12893,14819,13631,14738,12872,11387,11731,6700,4129,9830,7987,4453,14491,4453,9851,7918,4892,14296,14580,2105,14153,14284,1084,11943,14221,1742,15089,5878,5283,13799,8184,13799,2474,13569,6287,15158,303,15158,6373,15158,6042,2499,6622,7666,12495,8011,1982,8644,9058,3929,5075,12304,14431,3479,14021,4640,1985,1246,14190,12348,14207,7264,6856,7275,13252,2193,7483,8897,9876,11634,13252,5901,9886,3212
14781,7268,14781,8391,10505,2602,2955,6582,2955,3711,1731,12399,6375,6556,15399,6474,5710,2746,4545,11489,6355,9361,2309,8759,10243,2311,11538,3286,8071,4020,3736,6252,10240,2061,10240,2747,11525,11275,5393,9075,414,2111,13971,8186,6004,11808,416,7112,14897,5404,7633,2344,15470,7811,5156,5790,12038,5573,6685,303,8577,303,7653,10670,7802,1530,11520,12671,5733,5200,5942,297,3423,12434,13404,5727,3448,297,7730,223,2913,7650,3382,4348,14556,3228,1702,6807,5451,12721,11051,13838,4466,4254,68,1321,3624,320,5109,320
7794,9229,13219,6597,5263,3535,3441,5834,1607,12823,6784,12823,7010,8509,12826,8443,7649,10748,12503,9180,3820,2322,9803,12403,2270,6300,8581,6291,10192,12576,3820,11120,11559,9303,4204,12236,14000,15091,364,12199,13705,11436,7144,10412,3256,7202,1810,9751,8785,12433,13807,4842,3086,3298,10540,6116,11870,3696,1132,3260,3009,1883,10756,14006,363,15147,7592,10608,9711,4896,10018,9564,11311,7159,1410,15088,7369,1914,6592,6792,4676,1633,9655,7967,8103,956,5110,13211,711,7736,9824,12018,7609,6575,6865,5707,14464,5048,9139,613
