1278,13480,5947,8668,1089,10769,1097,6557,3231,10730,13815,13729,10755,12170,12429,14784,5183,461,11898,461,1152,12343,3271,2216,5579,2216,1923,2215,8061,13105,10490,9214,7345,2885,6838,9193,8532,11455,2412,7481,14532,12637,12744,2061,9888,9346,1991,10070,1286,9377,7249,15068,12735,6148,9866,344,2645,7058,8915,7462,3829,14227,11695,14808,10988,14808,5792,7159,11311,15207,12592,9591,7159,8844,7629,2679,4440,1997,6950,11238,11282,2063,14133,243,13098,5507,11994,5507,14133,14863,6014,8999,2809,14573,6258,10484,8413,8230,6216,5888
102,5387,102,14708,7839,12634,14706,8497,1724,8891,10695,5673,7948,4166,11535,13489,2770,13767,5620,8111,4685,2479,5448,8688,14757,13626,7698,4827,14130,11227,10945,10766,11855,1582,15500,2361,11950,1633,6792,12749,12176,5933,14113,13448,13317,14813,13317,285,14470,9095,10308,5065,1689,13686,2928,10457,3682,10457,10897,5080,4232,5080,9512,6775,12314,2321,10559,2666,8200,2666,3360,942,230,3689,13018,1668,5636,10156,13310,6859,4383,7020,8118,13107,8118,14391,13183,10292,9985,10190,1709,5630,775,1660,13078,8582,8281,11387,1739,8351
11488,11900,1154,14240,6506,6204,3823,10521,10331,152,13737,4853,1970,3646,13279,7555,10086,13926,14964,15296,10347,269,15296,9285,14620,3952,8929,3030,15428,10350,10249,6388,4601,10687,11006,10687,399,13366,6535,13366,4860,6854,2779,8638,8912,10787,2222,8062,5547,6519,7370,6261,6358,2453,11965,3987,9290,3987,182,12561,2840,7050,7234,9178,5389,14065,3005,2790,13731,4587,11531,9743,10496,5072,10147,957,14588,14913,8671,4087,10641,497,6410,12686,9015,9415,465,957,10993,6143,14392,4919,10033,4240,7404,1860,11382,1860,7404,14591
11712,1641,11712,8982,14316,15468,5976,7087,1649,7087,3112,9404,10080,7354,13193,3523,3124,3523,5615,14827,15039,4944,15039,8287,1890,12935,14510,10905,3075,14450,13408,13604,2199,2936,10231,2936,10499,8327,9075,935,1722,4778,1722,13324,14015,5361,10504,2930,10939,5627,13757,3525,1267,3525,12346,14916,15426,7666,4214,8282,9452,15319,9452,14031,6192,2383,5832,5018,628,1181,628,1181,13418,10035,4327,15119,6613,14250,2327,4091,11768,3311,3411,14380,3662,8870,14961,685,1876,5286,1784,10301,13093,11715,9190,6487,3524,11115,1154,7235
1703,2723,14332,3543,6035,1876,10061,7010,4714,5330,7193,1412,2243,9534,15090,3664,5861,8302,2848,15248,10565,5263,7279,7641,15030,10654,6082,10654,7119,10654,2354,945,9453,7573,7275,9118,10431,3521,8392,12402,6551,5052,15498,12215,8691,7508,10901,3451,5444,11598,13766,13197,13052,12685,13052,12951,5504,10602,14554,11255,8424,8852,14760,3576,11903,2091,4511,14560,648,11985,11503,8938,14508,1388,1795,3378,7695,4129,14548,8591,7132,2925,681,7269,681,5655,3794,13934,14053,4887,3381,3757,5226,10925,7949,13232,11012,13546,11031,12865
8141,1157,11424,9973,11430,13763,4370,12868,6533,12868,1288,3857,13783,5663,12725,7251,12493,9397,5025,10054,5321,8352,7850,14769,7850,14769,617,14,6105,12680,6105,14769,8211,13365,10648,9168,2186,657,561,14392,2304,5019,7760,4738,7635,2789,14068,1629,5869,13699,10596,5869,13827,1629,6560,3283,15390,6607,4683,4288,7394,2372,15292,15062,10942,2317,12014,2317,14218,11738,3612,3170,5225,15089,551,2436,234,14250,2327,1681,15267,3830,3607,5207,1195,5887,3775,2330,7518,1696,11845,10183,11845,2349,9670,467,554,14346,10984,4768
2020,5537,8019,5442,5512,14224,15348,347,2397,3565,2755,6933,1824,8272,9334,12540,4070,7037,1808,11078,13182,5555,14971,7277,9315,13325,13801,14624,13777,10896,7966,14889,6256,12761,7897,10948,13585,2676,12466,6530,4208,4232,14226,10917,270,12938,2849,9674,1345,13488,4106,12572,11887,5089,4952,7248,6797,13545,8471,9477,8471,3715,8471,13371,13545,14619,11363,8382,1284,7319,13642,6071,763,2636,7795,504,6943,13471,13927,1422,13158,9643,1232,8218,12033,1409,11067,7594,10293,7594,8687,13312,8687,1601,8687,7594,4618,7220,1504,4008
13021,7753,12261,10494,8028,11833,11969,7328,8261,7978,8295,14871,3126,9557,5465,9199,5623,4591,12542,4007,5185,7620,5185,14010,3027,849,601,849,11600,13498,6644,9936,5778,4913,1135,6644,4873,9666,10012,14737,321,14737,15074,14094,741,10688,13016,11506,8639,12357,8639,11506,9961,14762,14216,672,8411,4477,5578,4477,4144,15367,1398,1961,15467,5473,13489,11535,1652,12529,7990,12529,1155,13522,846,4483,4895,7431,15150,14520,15150,15058,1184,3863,8386,4802,191,6464,13712,14572,6464,7073,11337,7997,6827,14735,4037,13503,12491,629
10555,11184,2707,2241,2860,13455,9143,6428,54,4090,1859,12397,9974,1809,5441,4743,1976,12207,8964,12555,8008,785,5057,1928,4757,2178,12814,494,6614,10566,1381,7581,11892,12713,14520,2821,6072,14169,9344,2565,9057,9420,2638,8607,15170,8607,4446,7710,1343,6085,15208,9737,15437,6935,1945,1165,7360,1550,15560,13445,6570,10047,9521,217,9521,11007,294,13438,1210,13278,14896,14013,10931,14018,7776,4098,802,10675,1323,1794,11459,13268,1211,13268,2998,15347,6712,905,10537,6454,14991,3941,12428,2977,5972,4731,12430,12335,6783,6088
13802,3838,8353,5179,14939,4669,4372,12375,1030,1297,11555,10963,2024,10963,11555,10193,8119,12582,14206,4520,620,4603,620,6272,6959,1779,13369,1534,5051,2435,9554,7039,1625,15495,524,1049,11745,3024,14348,1907,7258,7423,3085,11425,8780,7927,11745,7978,8163,3086,8163,11870,15428,1578,5421,3869,9063,5735,1756,13674,10378,8186,1298,8186,1216,3671,13015,7662,1201,14644,7004,15044,10430,15044,4594,3253,4026,3253,13667,2610,7988,3508,9134,2336,9134,12049,8446,2815,10972,10747,3103,11679,13587,2876,12671,13819,12048,10625,1476,13657
12651,15429,1669,9094,12530,7532,10607,4201,12274,7403,3703,6780,10479,5024,11299,4940,10808,7229,5042,6122,5786,5329,12390,6807,2723,5252,5622,14721,9706,6468,11723,12268,6468,6920,1948,4910,7924,15086,9053,6584,14139,4141,10924,9453,10924,983,12274,9851,8654,4698,9524,13544,7813,5269,4743,5441,5819,7508,10084,11834,15498,5567,15184,4967,3592,9258,9485,6909,12889,11346,4737,2251,6708,6944,11407,6944,9368,12503,4580,4192,3600,10237,10201,537,6181,7940,7311,14358,10848,3641,14500,494,15156,11111,5997,368,5997,6203,1518,6249
15567,10673,3168,9965,3332,10161,7395,10161,1496,934,1971,934,1257,3224,4877,8139,4877,1453,7204,12409,1504,7220,1504,6429,6560,11581,12439,9543,11167,11194,3466,3663,11259,4564,5956,11167,8162,10593,9822,6080,11011,11450,13228,1134,9804,4378,15244,11880,10741,11880,9828,6239,13926,12555,5576,14616,2162,9480,9019,6641,9019,3394,6376,3394,7257,1826,247,11387,7668,123,14048,12527,5180,10398,7088,10398,61,4287,15516,6227,14911,2485,14328,8963,12177,13462,7572,1738,8479,1738,11625,2993,9881,9959,11470,5314,9490,10326,4511,10168
3164,2489,1373,2754,1373,14704,12354,1515,6892,13025,11645,14187,3643,12023,1592,7958,6477,1381,8314,4001,3020,262,10387,11393,4273,262,12470,2922,3831,66,1677,13409,2459,12498,947,2228,12162,1187,11615,14385,8480,119,5224,1996,9532,11681,9618,14493,10321,9455,10585,1222,14159,10585,10221,13042,6715,13042,5231,5994,3164,11978,10201,8295,3320,7487,6581,13347,1186,8820,4407,12939,3631,4484,14445,7650,15365,5429,2769,6309,14652,9695,518,15231,3801,11315,4230,9126,11315,10366,14568,2400,4930,8713,5793,14590,7835,1863,14852,9152
15074,3068,1072,11901,14453,7234,10334,616,8658,616,14178,14411,6013,14578,3137,2379,6684,493,11086,7112,8480,14385,11179,1767,13460,13604,13460,14246,13222,14246,6579,14405,12809,9250,11966,8639,13489,210,437,6162,13731,10596,12385,13156,2842,3829,12985,9755,3631,13751,10973,10254,15481,4318,2884,12482,364,12402,364,15091,9507,15199,5673,6525,3748,11405,6264,7849,9623,11414,8934,10583,3879,2948,11965,2972,12981,5118,7118,5763,8303,15266,12075,5539,10392,4030,13195,4326,1921,7316,14793,7316,15370,674,12974,4104,7620,2068,294,9642
9187,14737,787,15208,9936,14107,7492,10656,4107,3174,12145,13727,5642,3614,1416,5297,3950,12409,10506,9170,461,6736,8542,15441,1829,7334,1829,7902,8441,3371,1598,4164,9723,12395,5237,8243,2108,8198,2108,2625,10240,6252,7815,9152,15582,14638,15582,6519,14852,10146,8178,11596,12291,12395,305,6303,14259,2361,2363,14146,4078,3213,4078,4525,15584,8807,10502,7736,9824,2047,1453,5269,15166,7278,3486,1806,6817,13484,7178,14025,9291,9709,1557,11615,14385,11615,4142,236,4142,8958,3341,6744,13881,11394,12059,13831,7072,10610,1369,11141
